OrderID,Temperature,Humidity,ProductionRate,OperationTime,StartTime
4,27.5,67.1,11.1,6,2024-05-10 9:11
4,27.5,66.5,11.1,6,2024-05-10 9:11
4,27.6,67.4,11.2,6,2024-05-10 9:11
4,27.6,67.2,11.2,6,2024-05-10 9:11
4,27.5,67.4,11.2,6,2024-05-10 9:11
4,27.5,67.4,11.3,6,2024-05-10 9:11
4,27.5,67.2,11.3,6,2024-05-10 9:12
4,27.6,67.1,11.4,7,2024-05-10 9:12
4,27.4,67.1,11.4,7,2024-05-10 9:12
4,27.5,67.4,11.5,7,2024-05-10 9:12
4,27.6,66.6,11.5,7,2024-05-10 9:12
4,27.6,67.5,11.6,7,2024-05-10 9:12
4,27.5,66.8,11.6,7,2024-05-10 9:13
4,27.5,66.8,11.6,7,2024-05-10 9:13
4,27.5,66.9,11.7,7,2024-05-10 9:13
4,27.6,66.5,11.7,7,2024-05-10 9:13
4,27.4,66.7,11.8,7,2024-05-10 9:13
4,27.4,66.8,11.8,7,2024-05-10 9:13
4,27.6,67.2,11.9,7,2024-05-10 9:14
4,27.4,67.1,11.9,7,2024-05-10 9:14
4,27.5,66.8,12,7,2024-05-10 9:14
4,27.5,66.7,12,7,2024-05-10 9:14
4,27.5,67.3,12.1,7,2024-05-10 9:14
4,27.5,67.5,12.1,7,2024-05-10 9:14
4,27.5,67.3,12.1,7,2024-05-10 9:15
4,27.5,67.4,12.2,7,2024-05-10 9:15
4,27.4,66.8,12.2,7,2024-05-10 9:15
4,27.5,67.1,12.3,7,2024-05-10 9:15
4,27.6,66.8,12.3,7,2024-05-10 9:15
4,27.6,67,12.4,7,2024-05-10 9:15
4,27.5,67,12.4,7,2024-05-10 9:16
4,27.6,67,12.5,7,2024-05-10 9:16
4,27.5,66.6,12.5,7,2024-05-10 9:16
4,27.6,66.7,12.5,7,2024-05-10 9:16
4,27.5,67.4,12.6,7,2024-05-10 9:16
4,27.4,67.2,12.6,7,2024-05-10 9:16
4,27.5,66.9,12.7,7,2024-05-10 9:17
4,27.6,67.1,12.7,7,2024-05-10 9:17
4,27.5,67.2,12.8,7,2024-05-10 9:17
4,27.5,67.4,12.8,7,2024-05-10 9:17
4,27.6,67.4,12.9,7,2024-05-10 9:17
4,27.5,67.1,12.9,7,2024-05-10 9:17
4,27.5,66.7,12.9,7,2024-05-10 9:18
4,27.5,67.1,13,8,2024-05-10 9:18
4,27.6,67.3,13,8,2024-05-10 9:18
4,27.4,66.7,13.1,8,2024-05-10 9:18
4,27.5,66.6,13.1,8,2024-05-10 9:18
4,27.5,66.7,13.2,8,2024-05-10 9:18
4,27.6,66.6,13.2,8,2024-05-10 9:19
4,27.4,66.9,13.3,8,2024-05-10 9:19
4,27.6,67.4,13.3,8,2024-05-10 9:19
4,27.5,67.3,13.4,8,2024-05-10 9:19
4,27.5,67.3,13.4,8,2024-05-10 9:19
4,27.6,67.1,13.4,8,2024-05-10 9:19
4,27.6,67.2,13.5,8,2024-05-10 9:20
4,27.6,66.7,13.5,8,2024-05-10 9:20
4,27.4,66.9,13.6,8,2024-05-10 9:20
4,27.5,66.7,13.6,8,2024-05-10 9:20
4,27.4,66.7,13.7,8,2024-05-10 9:20
4,27.5,66.8,13.7,8,2024-05-10 9:20
4,27.6,67.3,13.8,8,2024-05-10 9:21
4,27.6,67.1,13.8,8,2024-05-10 9:21
4,27.6,67.4,13.8,8,2024-05-10 9:21
4,27.5,67.5,13.9,8,2024-05-10 9:21
4,27.5,67.2,13.9,8,2024-05-10 9:21
4,27.6,66.7,14,8,2024-05-10 9:21
4,27.5,66.8,14,8,2024-05-10 9:22
4,27.6,66.6,14.1,8,2024-05-10 9:22
4,27.4,67.5,14.1,8,2024-05-10 9:22
4,27.5,67.4,14.2,8,2024-05-10 9:22
4,27.6,67.2,14.2,8,2024-05-10 9:22
4,27.5,67.5,14.2,8,2024-05-10 9:22
4,27.6,67.3,14.3,8,2024-05-10 9:23
4,27.4,67.4,14.3,8,2024-05-10 9:23
4,27.6,66.9,14.4,8,2024-05-10 9:23
4,27.6,66.6,14.4,8,2024-05-10 9:23
4,27.5,66.9,14.5,8,2024-05-10 9:23
4,27.5,66.8,14.5,8,2024-05-10 9:23
4,27.5,66.7,14.6,8,2024-05-10 9:24
4,27.5,66.7,14.6,9,2024-05-10 9:24
4,27.6,66.7,14.7,9,2024-05-10 9:24
4,27.5,66.6,14.7,9,2024-05-10 9:24
4,27.6,67.5,14.7,9,2024-05-10 9:24
4,27.5,67.2,14.8,9,2024-05-10 9:24
4,27.4,67.1,14.8,9,2024-05-10 9:25
4,27.4,67.2,14.9,9,2024-05-10 9:25
4,27.6,67,14.9,9,2024-05-10 9:25
4,27.5,67,15,9,2024-05-10 9:25
4,27.5,66.6,15,9,2024-05-10 9:25
4,27.5,66.9,15.1,9,2024-05-10 9:25
4,27.5,66.9,15.1,9,2024-05-10 9:26
4,27.6,67,15.1,9,2024-05-10 9:26
4,27.5,67.2,15.2,9,2024-05-10 9:26
4,27.6,67.1,15.2,9,2024-05-10 9:26
4,27.4,67,15.3,9,2024-05-10 9:26
4,27.5,67.1,15.3,9,2024-05-10 9:26
4,27.4,67.5,15.4,9,2024-05-10 9:27
4,27.5,66.5,15.4,9,2024-05-10 9:27
4,27.4,67,15.5,9,2024-05-10 9:27
4,27.6,66.5,15.5,9,2024-05-10 9:27
4,27.5,67.3,15.5,9,2024-05-10 9:27
4,27.4,66.6,15.6,9,2024-05-10 9:27
4,27.5,67.5,15.6,9,2024-05-10 9:28
4,27.5,67.3,15.7,9,2024-05-10 9:28
4,27.5,66.8,15.7,9,2024-05-10 9:28
4,27.6,66.9,15.8,9,2024-05-10 9:28
4,27.5,66.6,15.8,9,2024-05-10 9:28
4,27.4,67,15.9,9,2024-05-10 9:28
4,27.6,67.1,15.9,9,2024-05-10 9:29
4,27.6,66.8,15.9,9,2024-05-10 9:29
4,27.4,67.1,16,9,2024-05-10 9:29
4,27.6,67.3,16,9,2024-05-10 9:29
4,27.5,67.3,16.1,9,2024-05-10 9:29
4,27.6,67.4,16.1,9,2024-05-10 9:29
4,27.5,67.2,16.2,9,2024-05-10 9:30
4,27.5,67.4,16.2,10,2024-05-10 9:30
4,27.4,66.5,16.3,10,2024-05-10 9:30
4,27.6,66.7,16.3,10,2024-05-10 9:30
4,27.4,66.9,16.4,10,2024-05-10 9:30
4,27.6,67,16.4,10,2024-05-10 9:30
4,27.5,67,16.4,10,2024-05-10 9:31
4,27.5,66.8,16.5,10,2024-05-10 9:31
4,27.5,66.7,16.5,10,2024-05-10 9:31
4,27.4,66.9,16.6,10,2024-05-10 9:31
4,27.5,67,16.6,10,2024-05-10 9:31
4,27.5,66.8,16.7,10,2024-05-10 9:31
4,27.6,67.5,16.7,10,2024-05-10 9:32
4,27.5,67.5,16.8,10,2024-05-10 9:32
4,27.4,67.1,16.8,10,2024-05-10 9:32
4,27.5,66.6,16.8,10,2024-05-10 9:32
4,27.6,67,16.9,10,2024-05-10 9:32
4,27.5,66.8,16.9,10,2024-05-10 9:32
4,27.4,66.9,17,10,2024-05-10 9:33
4,27.5,66.9,17,10,2024-05-10 9:33
4,27.4,67.3,17.1,10,2024-05-10 9:33
4,27.4,66.8,17.1,10,2024-05-10 9:33
4,27.5,66.7,17.2,10,2024-05-10 9:33
4,27.6,67.5,17.2,10,2024-05-10 9:33
4,27.4,67.4,17.2,10,2024-05-10 9:34
4,27.6,66.7,17.3,10,2024-05-10 9:34
4,27.5,67.5,17.3,10,2024-05-10 9:34
4,27.6,66.7,17.4,10,2024-05-10 9:34
4,27.5,67.2,17.4,10,2024-05-10 9:34
4,27.6,67.3,17.5,10,2024-05-10 9:34
4,27.5,67.5,17.5,10,2024-05-10 9:35
4,27.4,66.9,17.6,10,2024-05-10 9:35
4,27.4,66.5,17.6,10,2024-05-10 9:35
4,27.5,67.5,17.7,10,2024-05-10 9:35
4,27.5,66.9,17.7,10,2024-05-10 9:35
4,27.5,66.8,17.7,10,2024-05-10 9:35
4,27.4,67.4,17.8,10,2024-05-10 9:36
4,27.5,67.2,17.8,11,2024-05-10 9:36
4,27.5,66.7,17.9,11,2024-05-10 9:36
4,27.5,66.7,17.9,11,2024-05-10 9:36
4,27.5,67.4,18,11,2024-05-10 9:36
4,27.4,67.1,18,11,2024-05-10 9:36
4,27.6,66.7,18.1,11,2024-05-10 9:37
4,27.5,66.6,18.1,11,2024-05-10 9:37
4,27.4,66.9,18.1,11,2024-05-10 9:37
4,27.6,66.7,18.2,11,2024-05-10 9:37
4,27.5,67.2,18.2,11,2024-05-10 9:37
4,27.5,67.1,18.3,11,2024-05-10 9:37
4,27.4,66.8,18.3,11,2024-05-10 9:38
4,27.6,67.5,18.4,11,2024-05-10 9:38
4,27.4,66.9,18.4,11,2024-05-10 9:38
4,27.6,66.7,18.5,11,2024-05-10 9:38
4,27.5,66.5,18.5,11,2024-05-10 9:38
4,27.4,66.6,18.5,11,2024-05-10 9:38
4,27.6,66.7,18.6,11,2024-05-10 9:39
4,27.5,67.1,18.6,11,2024-05-10 9:39
4,27.5,66.9,18.7,11,2024-05-10 9:39
4,27.4,67.4,18.7,11,2024-05-10 9:39
4,27.6,66.7,18.8,11,2024-05-10 9:39
4,27.4,67.3,18.8,11,2024-05-10 9:39
4,27.4,66.5,18.9,11,2024-05-10 9:40
4,27.4,66.8,18.9,11,2024-05-10 9:40
4,27.5,67.3,19,11,2024-05-10 9:40
4,27.5,67.3,19,11,2024-05-10 9:40
4,27.5,67.5,19,11,2024-05-10 9:40
4,27.5,66.9,19.1,11,2024-05-10 9:40
4,27.6,66.8,19.1,11,2024-05-10 9:41
4,27.5,66.6,19.2,11,2024-05-10 9:41
4,27.4,67,19.2,11,2024-05-10 9:41
4,27.4,67.3,19.3,11,2024-05-10 9:41
4,27.4,67.4,19.3,11,2024-05-10 9:41
4,27.5,66.5,19.4,11,2024-05-10 9:41
4,27.6,67.2,19.4,11,2024-05-10 9:42
4,27.5,67.5,19.4,12,2024-05-10 9:42
4,27.4,67.1,19.5,12,2024-05-10 9:42
4,27.5,67.3,19.5,12,2024-05-10 9:42
4,27.5,67.3,19.6,12,2024-05-10 9:42
4,27.6,67.4,19.6,12,2024-05-10 9:42
4,27.6,66.9,19.7,12,2024-05-10 9:43
4,27.5,66.6,19.7,12,2024-05-10 9:43
4,27.4,66.9,19.8,12,2024-05-10 9:43
4,27.6,67,19.8,12,2024-05-10 9:43
4,27.4,66.8,19.8,12,2024-05-10 9:43
4,27.4,67.2,19.9,12,2024-05-10 9:43
4,27.5,66.7,19.9,12,2024-05-10 9:44
4,27.5,67.4,20,12,2024-05-10 9:44
4,27.5,66.8,20,12,2024-05-10 9:44
4,27.4,67.4,20.1,12,2024-05-10 9:44
4,27.5,67.1,20.1,12,2024-05-10 9:44
4,27.6,66.9,20.2,12,2024-05-10 9:44
4,27.4,67.3,20.2,12,2024-05-10 9:45
4,27.4,67.1,20.3,12,2024-05-10 9:45
4,27.4,66.8,20.3,12,2024-05-10 9:45
4,27.5,67.4,20.3,12,2024-05-10 9:45
4,27.4,66.9,20.4,12,2024-05-10 9:45
4,27.5,67.5,20.4,12,2024-05-10 9:45
4,27.4,67.4,20.5,12,2024-05-10 9:46
4,27.5,67.3,20.5,12,2024-05-10 9:46
4,27.6,67.3,20.6,12,2024-05-10 9:46
4,27.5,67.1,20.6,12,2024-05-10 9:46
4,27.5,67.5,20.7,12,2024-05-10 9:46
4,27.5,66.8,20.7,12,2024-05-10 9:46
4,27.5,67.4,20.7,12,2024-05-10 9:47
4,27.5,66.7,20.8,12,2024-05-10 9:47
4,27.5,67.4,20.8,12,2024-05-10 9:47
4,27.6,67.3,20.9,12,2024-05-10 9:47
4,27.6,66.8,20.9,12,2024-05-10 9:47
4,27.5,66.6,21,12,2024-05-10 9:47
4,27.5,66.7,21,13,2024-05-10 9:48
4,27.4,66.9,21.1,13,2024-05-10 9:48
4,27.5,67.2,21.1,13,2024-05-10 9:48
4,27.4,67.2,21.1,13,2024-05-10 9:48
4,27.4,67.4,21.2,13,2024-05-10 9:48
4,27.6,66.5,21.2,13,2024-05-10 9:48
4,27.5,66.6,21.3,13,2024-05-10 9:49
4,27.4,67.1,21.3,13,2024-05-10 9:49
4,27.5,66.5,21.4,13,2024-05-10 9:49
4,27.4,66.7,21.4,13,2024-05-10 9:49
4,27.5,67.3,21.5,13,2024-05-10 9:49
4,27.6,67,21.5,13,2024-05-10 9:49
4,27.5,66.9,21.6,13,2024-05-10 9:50
4,27.5,66.8,21.6,13,2024-05-10 9:50
4,27.4,67.2,21.6,13,2024-05-10 9:50
4,27.4,67.5,21.7,13,2024-05-10 9:50
4,27.6,66.9,21.7,13,2024-05-10 9:50
4,27.4,67.4,21.8,13,2024-05-10 9:50
4,27.4,66.8,21.8,13,2024-05-10 9:51
4,27.6,66.8,21.9,13,2024-05-10 9:51
4,27.5,67,21.9,13,2024-05-10 9:51
4,27.6,66.7,22,13,2024-05-10 9:51
4,27.5,66.8,22,13,2024-05-10 9:51
4,27.4,67,22,13,2024-05-10 9:51
4,27.5,67.4,22.1,13,2024-05-10 9:52
4,27.5,67.5,22.1,13,2024-05-10 9:52
4,27.5,67.1,22.2,13,2024-05-10 9:52
4,27.6,66.6,22.2,13,2024-05-10 9:52
4,27.5,66.7,22.3,13,2024-05-10 9:52
4,27.5,67,22.3,13,2024-05-10 9:52
4,27.4,67.1,22.4,13,2024-05-10 9:53
4,27.6,66.5,22.4,13,2024-05-10 9:53
4,27.5,66.8,22.4,13,2024-05-10 9:53
4,27.5,66.9,22.5,13,2024-05-10 9:53
4,27.4,67,22.5,13,2024-05-10 9:53
4,27.4,66.6,22.6,13,2024-05-10 9:53
4,27.6,67.5,22.6,14,2024-05-10 9:54
4,27.4,67.2,22.7,14,2024-05-10 9:54
4,27.4,66.6,22.7,14,2024-05-10 9:54
4,27.5,66.7,22.8,14,2024-05-10 9:54
4,27.5,67,22.8,14,2024-05-10 9:54
4,27.5,67.4,22.8,14,2024-05-10 9:54
4,27.5,66.5,22.9,14,2024-05-10 9:55
4,27.6,67.4,22.9,14,2024-05-10 9:55
4,27.6,67.1,23,14,2024-05-10 9:55
4,27.5,67.5,23,14,2024-05-10 9:55
4,27.5,66.6,23.1,14,2024-05-10 9:55
4,27.5,67.5,23.1,14,2024-05-10 9:55
4,27.6,66.9,23.2,14,2024-05-10 9:56
4,27.5,67,23.2,14,2024-05-10 9:56
4,27.4,66.9,23.3,14,2024-05-10 9:56
4,27.4,67.4,23.3,14,2024-05-10 9:56
4,27.6,66.8,23.3,14,2024-05-10 9:56
4,27.5,66.5,23.4,14,2024-05-10 9:56
