OrderID,ProductID,ProductName,Quantity,StartDate,EndDate,Priority,etc
47,47,우유도넛,70,2024-01-06 09:00:00,2024-01-06 13:40:00,우선순위 3,일반 작업 요청
48,48,찹쌀브레드,60,2024-01-06 18:00:00,2024-01-06 22:40:00,우선순위 4,특별 공정 필요
49,49,갈릭꽈베기,60,2024-01-06 18:00:00,2024-01-06 22:40:00,우선순위 80,긴급 작업 요청
50,50,라우겐,50,2024-01-06 18:00:00,2024-01-06 22:40:00,우선순위 3,긴급 작업 요청
51,51,우유도넛,50,2024-01-06 18:00:00,2024-01-06 22:40:00,우선순위 3,일반 작업 요청
52,52,라우겐,70,2024-01-07 18:00:00,2024-01-07 22:40:00,우선순위 3,긴급 작업 요청
53,53,고구마케이크빵,90,2024-01-07 18:00:00,2024-01-07 22:40:00,우선순위 5,특별 공정 필요
54,54,우유도넛,40,2024-01-07 18:00:00,2024-01-07 22:40:00,우선순위 3,일반 작업 요청
55,55,꽈베기,90,2024-01-07 18:00:00,2024-01-07 22:40:00,우선순위 6,정시 납기 요구
56,56,라우겐,80,2024-01-08 18:00:00,2024-01-08 22:40:00,우선순위 3,긴급 작업 요청
57,57,단팥도넛,60,2024-01-08 18:00:00,2024-01-08 22:40:00,우선순위 4,일반 작업 요청
58,58,카라멜 러스크,40,2024-01-08 18:00:00,2024-01-08 22:40:00,우선순위 2,정시 납기 요구
59,59,생크림소보로,70,2024-01-08 18:00:00,2024-01-08 22:40:00,우선순위 4,특별 공정 필요
60,60,애플파이,70,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 2,긴급 작업 요청
61,61,우유도넛,70,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 3,일반 작업 요청
62,62,카라멜 러스크,60,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 2,정시 납기 요구
63,63,라우겐,80,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 3,긴급 작업 요청
64,64,단팥도넛,50,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 4,일반 작업 요청
65,65,갈릭꽈베기,70,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 80,긴급 작업 요청
66,66,꽈베기,60,2024-01-09 18:00:00,2024-01-09 22:40:00,우선순위 6,정시 납기 요구
67,67,고구마케이크빵,50,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 5,특별 공정 필요
68,68,베이글빵,80,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 4,일반 작업 요청
69,69,애플파이,90,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 2,긴급 작업 요청
70,70,우유도넛,70,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 3,일반 작업 요청
71,71,카라멜 러스크,40,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 2,정시 납기 요구
72,72,찹쌀브레드,80,2024-01-10 09:00:00,2024-01-10 13:40:00,우선순위 4,특별 공정 필요
73,73,고구마케이크빵,40,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 5,특별 공정 필요
74,74,베이글빵,70,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 4,일반 작업 요청
75,75,애플파이,40,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 2,긴급 작업 요청
76,76,우유도넛,80,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 3,일반 작업 요청
77,77,카라멜 러스크,80,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 2,정시 납기 요구
78,78,찹쌀브레드,60,2024-01-10 18:00:00,2024-01-10 22:40:00,우선순위 4,특별 공정 필요
79,79,애플파이,80,2024-01-11 09:00:00,2024-01-11 13:40:00,우선순위 2,긴급 작업 요청
80,80,꿀버터바게트,60,2024-01-11 09:00:00,2024-01-11 13:40:00,우선순위 3,정시 납기 요구
81,81,갈릭꽈베기,90,2024-01-11 09:00:00,2024-01-11 13:40:00,우선순위 80,긴급 작업 요청
82,82,애플파이,60,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 2,긴급 작업 요청
83,83,베이글빵,50,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 4,일반 작업 요청
84,84,꿀버터바게트,60,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 3,정시 납기 요구
85,85,우유도넛,70,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 3,일반 작업 요청
86,86,찹쌀브레드,80,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 4,특별 공정 필요
87,87,고구마케이크빵,40,2024-01-12 09:00:00,2024-01-12 13:40:00,우선순위 5,특별 공정 필요
88,88,애플파이,60,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 2,긴급 작업 요청
89,89,베이글빵,90,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 4,일반 작업 요청
90,90,꿀버터바게트,90,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 3,정시 납기 요구
91,91,우유도넛,90,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 3,일반 작업 요청
92,92,찹쌀브레드,80,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 4,특별 공정 필요
93,93,고구마케이크빵,90,2024-01-12 18:00:00,2024-01-12 22:40:00,우선순위 5,특별 공정 필요
94,94,카라멜 러스크,40,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 2,정시 납기 요구
95,95,우유도넛,90,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 3,일반 작업 요청
96,96,꽈베기,90,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 6,정시 납기 요구
97,97,라우겐,90,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 3,긴급 작업 요청
98,98,찹쌀브레드,40,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 4,특별 공정 필요
99,99,생크림소보로,50,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 4,특별 공정 필요
100,100,고구마케이크빵,40,2024-01-13 18:00:00,2024-01-13 22:40:00,우선순위 5,특별 공정 필요
101,101,단팥도넛,90,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 4,일반 작업 요청
102,102,꽈베기,70,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 6,정시 납기 요구
103,103,베이글빵,70,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 4,일반 작업 요청
104,104,애플파이,50,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 2,긴급 작업 요청
105,105,갈릭꽈베기,80,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 80,긴급 작업 요청
106,106,찹쌀브레드,40,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 4,특별 공정 필요
107,107,꿀버터바게트,80,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 3,정시 납기 요구
108,108,고구마케이크빵,70,2024-01-14 09:00:00,2024-01-14 13:40:00,우선순위 5,특별 공정 필요
109,109,생크림소보로,40,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 4,특별 공정 필요
110,110,카라멜 러스크,80,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 2,정시 납기 요구
111,111,베이글빵,70,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 4,일반 작업 요청
112,112,애플파이,70,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 2,긴급 작업 요청
113,113,라우겐,40,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 3,긴급 작업 요청
114,114,꿀버터바게트,60,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 3,정시 납기 요구
115,115,고구마케이크빵,40,2024-01-15 09:00:00,2024-01-15 13:40:00,우선순위 5,특별 공정 필요
116,116,생크림소보로,60,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 4,특별 공정 필요
117,117,카라멜 러스크,70,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 2,정시 납기 요구
118,118,베이글빵,40,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 4,일반 작업 요청
119,119,애플파이,70,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 2,긴급 작업 요청
120,120,라우겐,70,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 3,긴급 작업 요청
121,121,꿀버터바게트,90,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 3,정시 납기 요구
122,122,고구마케이크빵,80,2024-01-15 18:00:00,2024-01-15 22:40:00,우선순위 5,특별 공정 필요
123,123,찹쌀브레드,40,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 4,특별 공정 필요
124,124,단팥도넛,50,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 4,일반 작업 요청
125,125,고구마케이크빵,60,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 5,특별 공정 필요
126,126,꽈베기,40,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 6,정시 납기 요구
127,127,라우겐,80,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 3,긴급 작업 요청
128,128,갈릭꽈베기,70,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 80,긴급 작업 요청
129,129,생크림소보로,50,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 4,특별 공정 필요
130,130,카라멜 러스크,60,2024-01-16 18:00:00,2024-01-16 22:40:00,우선순위 2,정시 납기 요구
131,131,고구마케이크빵,80,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 5,특별 공정 필요
132,132,생크림소보로,40,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 4,특별 공정 필요
133,133,베이글빵,70,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 4,일반 작업 요청
134,134,우유도넛,60,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 3,일반 작업 요청
135,135,꽈베기,80,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 6,정시 납기 요구
136,136,단팥도넛,40,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 4,일반 작업 요청
137,137,라우겐,80,2024-01-17 09:00:00,2024-01-17 13:40:00,우선순위 3,긴급 작업 요청
138,138,고구마케이크빵,50,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 5,특별 공정 필요
139,139,생크림소보로,50,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 4,특별 공정 필요
140,140,베이글빵,50,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 4,일반 작업 요청
141,141,우유도넛,90,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 3,일반 작업 요청
142,142,꽈베기,40,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 6,정시 납기 요구
143,143,단팥도넛,60,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 4,일반 작업 요청
144,144,라우겐,70,2024-01-17 18:00:00,2024-01-17 22:40:00,우선순위 3,긴급 작업 요청
145,145,베이글빵,60,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 4,일반 작업 요청
146,146,고구마케이크빵,70,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 5,특별 공정 필요
147,147,꿀버터바게트,90,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 3,정시 납기 요구
148,148,애플파이,90,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 2,긴급 작업 요청
149,149,꽈베기,70,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 6,정시 납기 요구
150,150,생크림소보로,40,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 4,특별 공정 필요
151,151,우유도넛,80,2024-01-18 18:00:00,2024-01-18 22:40:00,우선순위 3,일반 작업 요청
152,152,생크림소보로,40,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 4,특별 공정 필요
153,153,단팥도넛,90,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 4,일반 작업 요청
154,154,꿀버터바게트,60,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 3,정시 납기 요구
155,155,애플파이,80,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 2,긴급 작업 요청
156,156,찹쌀브레드,90,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 4,특별 공정 필요
157,157,우유도넛,70,2024-01-19 09:00:00,2024-01-19 13:40:00,우선순위 3,일반 작업 요청
158,158,애플파이,50,2024-01-20 09:00:00,2024-01-20 13:40:00,우선순위 2,긴급 작업 요청
159,159,고구마케이크빵,60,2024-01-20 09:00:00,2024-01-20 13:40:00,우선순위 5,특별 공정 필요
160,160,카라멜 러스크,60,2024-01-20 09:00:00,2024-01-20 13:40:00,우선순위 2,정시 납기 요구
161,161,애플파이,40,2024-01-20 18:00:00,2024-01-20 22:40:00,우선순위 2,긴급 작업 요청
162,162,고구마케이크빵,90,2024-01-20 18:00:00,2024-01-20 22:40:00,우선순위 5,특별 공정 필요
163,163,카라멜 러스크,40,2024-01-20 18:00:00,2024-01-20 22:40:00,우선순위 2,정시 납기 요구
164,164,꿀버터바게트,40,2024-01-21 18:00:00,2024-01-21 22:40:00,우선순위 3,정시 납기 요구
165,165,애플파이,90,2024-01-21 18:00:00,2024-01-21 22:40:00,우선순위 2,긴급 작업 요청
166,166,꽈베기,80,2024-01-21 18:00:00,2024-01-21 22:40:00,우선순위 6,정시 납기 요구
167,167,단팥도넛,40,2024-01-21 18:00:00,2024-01-21 22:40:00,우선순위 4,일반 작업 요청
168,168,단팥도넛,50,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 4,일반 작업 요청
169,169,라우겐,50,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 3,긴급 작업 요청
170,170,꽈베기,80,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 6,정시 납기 요구
171,171,베이글빵,70,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 4,일반 작업 요청
172,172,애플파이,80,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 2,긴급 작업 요청
173,173,우유도넛,60,2024-01-22 18:00:00,2024-01-22 22:40:00,우선순위 3,일반 작업 요청
174,174,라우겐,40,2024-01-23 09:00:00,2024-01-23 13:40:00,우선순위 3,긴급 작업 요청
175,175,애플파이,80,2024-01-23 09:00:00,2024-01-23 13:40:00,우선순위 2,긴급 작업 요청
176,176,고구마케이크빵,50,2024-01-23 09:00:00,2024-01-23 13:40:00,우선순위 5,특별 공정 필요
177,177,찹쌀브레드,80,2024-01-24 18:00:00,2024-01-24 22:40:00,우선순위 4,특별 공정 필요
178,178,고구마케이크빵,60,2024-01-24 18:00:00,2024-01-24 22:40:00,우선순위 5,특별 공정 필요
179,179,우유도넛,60,2024-01-24 18:00:00,2024-01-24 22:40:00,우선순위 3,일반 작업 요청
180,180,카라멜 러스크,90,2024-01-24 18:00:00,2024-01-24 22:40:00,우선순위 2,정시 납기 요구
181,181,생크림소보로,60,2024-01-25 09:00:00,2024-01-25 13:40:00,우선순위 4,특별 공정 필요
182,182,라우겐,50,2024-01-25 09:00:00,2024-01-25 13:40:00,우선순위 3,긴급 작업 요청
183,183,꽈베기,80,2024-01-25 09:00:00,2024-01-25 13:40:00,우선순위 6,정시 납기 요구
184,184,애플파이,90,2024-01-25 09:00:00,2024-01-25 13:40:00,우선순위 2,긴급 작업 요청
185,185,우유도넛,50,2024-01-25 09:00:00,2024-01-25 13:40:00,우선순위 3,일반 작업 요청
186,186,생크림소보로,40,2024-01-25 18:00:00,2024-01-25 22:40:00,우선순위 4,특별 공정 필요
187,187,라우겐,60,2024-01-25 18:00:00,2024-01-25 22:40:00,우선순위 3,긴급 작업 요청
188,188,꽈베기,90,2024-01-25 18:00:00,2024-01-25 22:40:00,우선순위 6,정시 납기 요구
189,189,애플파이,70,2024-01-25 18:00:00,2024-01-25 22:40:00,우선순위 2,긴급 작업 요청
190,190,우유도넛,60,2024-01-25 18:00:00,2024-01-25 22:40:00,우선순위 3,일반 작업 요청
191,191,카라멜 러스크,70,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 2,정시 납기 요구
192,192,갈릭꽈베기,70,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 80,긴급 작업 요청
193,193,단팥도넛,90,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 4,일반 작업 요청
194,194,고구마케이크빵,70,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 5,특별 공정 필요
195,195,애플파이,80,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 2,긴급 작업 요청
196,196,꿀버터바게트,60,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 3,정시 납기 요구
197,197,우유도넛,60,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 3,일반 작업 요청
198,198,생크림소보로,80,2024-01-26 09:00:00,2024-01-26 13:40:00,우선순위 4,특별 공정 필요
199,199,찹쌀브레드,70,2024-01-27 09:00:00,2024-01-27 13:40:00,우선순위 4,특별 공정 필요
200,200,꽈베기,80,2024-01-27 09:00:00,2024-01-27 13:40:00,우선순위 6,정시 납기 요구
201,201,갈릭꽈베기,40,2024-01-27 09:00:00,2024-01-27 13:40:00,우선순위 80,긴급 작업 요청
202,202,애플파이,60,2024-01-27 09:00:00,2024-01-27 13:40:00,우선순위 2,긴급 작업 요청
203,203,갈릭꽈베기,70,2024-01-28 09:00:00,2024-01-28 13:40:00,우선순위 80,긴급 작업 요청
204,204,라우겐,60,2024-01-28 09:00:00,2024-01-28 13:40:00,우선순위 3,긴급 작업 요청
205,205,베이글빵,90,2024-01-28 09:00:00,2024-01-28 13:40:00,우선순위 4,일반 작업 요청
206,206,라우겐,90,2024-01-29 09:00:00,2024-01-29 13:40:00,우선순위 3,긴급 작업 요청
207,207,생크림소보로,80,2024-01-29 09:00:00,2024-01-29 13:40:00,우선순위 4,특별 공정 필요
208,208,카라멜 러스크,90,2024-01-29 09:00:00,2024-01-29 13:40:00,우선순위 2,정시 납기 요구
209,209,꿀버터바게트,50,2024-01-29 09:00:00,2024-01-29 13:40:00,우선순위 3,정시 납기 요구
210,210,갈릭꽈베기,70,2024-01-29 09:00:00,2024-01-29 13:40:00,우선순위 80,긴급 작업 요청
211,211,고구마케이크빵,40,2024-01-30 18:00:00,2024-01-30 22:40:00,우선순위 5,특별 공정 필요
212,212,단팥도넛,50,2024-01-30 18:00:00,2024-01-30 22:40:00,우선순위 4,일반 작업 요청
213,213,생크림소보로,40,2024-01-30 18:00:00,2024-01-30 22:40:00,우선순위 4,특별 공정 필요
214,214,단팥도넛,80,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 4,일반 작업 요청
215,215,우유도넛,90,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 3,일반 작업 요청
216,216,라우겐,40,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 3,긴급 작업 요청
217,217,베이글빵,70,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 4,일반 작업 요청
218,218,고구마케이크빵,50,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 5,특별 공정 필요
219,219,갈릭꽈베기,70,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 80,긴급 작업 요청
220,220,꿀버터바게트,90,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 3,정시 납기 요구
221,221,꽈베기,80,2024-01-31 09:00:00,2024-01-31 13:40:00,우선순위 6,정시 납기 요구
222,222,고구마케이크빵,90,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 5,특별 공정 필요
223,223,생크림소보로,90,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 4,특별 공정 필요
224,224,찹쌀브레드,40,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 4,특별 공정 필요
225,225,카라멜 러스크,60,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 2,정시 납기 요구
226,226,갈릭꽈베기,80,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 80,긴급 작업 요청
227,227,꽈베기,40,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 6,정시 납기 요구
228,228,단팥도넛,90,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 4,일반 작업 요청
229,229,우유도넛,80,2024-02-01 18:00:00,2024-02-01 22:40:00,우선순위 3,일반 작업 요청
230,230,찹쌀브레드,70,2024-02-02 18:00:00,2024-02-02 22:40:00,우선순위 4,특별 공정 필요
231,231,단팥도넛,90,2024-02-02 18:00:00,2024-02-02 22:40:00,우선순위 4,일반 작업 요청
232,232,꽈베기,50,2024-02-02 18:00:00,2024-02-02 22:40:00,우선순위 6,정시 납기 요구
233,233,우유도넛,60,2024-02-02 18:00:00,2024-02-02 22:40:00,우선순위 3,일반 작업 요청
234,234,꿀버터바게트,50,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 3,정시 납기 요구
235,235,애플파이,60,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 2,긴급 작업 요청
236,236,찹쌀브레드,90,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 4,특별 공정 필요
237,237,꽈베기,80,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 6,정시 납기 요구
238,238,생크림소보로,40,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 4,특별 공정 필요
239,239,우유도넛,50,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 3,일반 작업 요청
240,240,베이글빵,60,2024-02-03 18:00:00,2024-02-03 22:40:00,우선순위 4,일반 작업 요청
241,241,라우겐,80,2024-02-04 09:00:00,2024-02-04 13:40:00,우선순위 3,긴급 작업 요청
242,242,애플파이,50,2024-02-04 09:00:00,2024-02-04 13:40:00,우선순위 2,긴급 작업 요청
243,243,우유도넛,50,2024-02-04 09:00:00,2024-02-04 13:40:00,우선순위 3,일반 작업 요청
244,244,단팥도넛,80,2024-02-04 09:00:00,2024-02-04 13:40:00,우선순위 4,일반 작업 요청
245,245,라우겐,90,2024-02-04 18:00:00,2024-02-04 22:40:00,우선순위 3,긴급 작업 요청
246,246,애플파이,60,2024-02-04 18:00:00,2024-02-04 22:40:00,우선순위 2,긴급 작업 요청
247,247,우유도넛,90,2024-02-04 18:00:00,2024-02-04 22:40:00,우선순위 3,일반 작업 요청
248,248,단팥도넛,50,2024-02-04 18:00:00,2024-02-04 22:40:00,우선순위 4,일반 작업 요청
249,249,꽈베기,90,2024-02-05 18:00:00,2024-02-05 22:40:00,우선순위 6,정시 납기 요구
250,250,고구마케이크빵,60,2024-02-05 18:00:00,2024-02-05 22:40:00,우선순위 5,특별 공정 필요
251,251,찹쌀브레드,60,2024-02-05 18:00:00,2024-02-05 22:40:00,우선순위 4,특별 공정 필요
