OrderID,Temperature,Humidity,ProductionRate,OperationTime,StartTime
2,30.6,64,95.08,303.08,2024-05-09 15:55:05
2,28.1,66,95.17,303.17,2024-05-09 15:55:10
2,26.8,66,95.25,303.25,2024-05-09 15:55:15
2,28.9,63,95.33,303.33,2024-05-09 15:55:20
2,23.1,62,95.42,303.42,2024-05-09 15:55:25
2,29.6,68,95.5,303.5,2024-05-09 15:55:30
2,31.5,65,95.58,303.58,2024-05-09 15:55:35
2,29.1,69,95.67,303.67,2024-05-09 15:55:40
2,31.2,61,95.75,303.75,2024-05-09 15:55:45
2,29.2,69,95.83,303.83,2024-05-09 15:55:50
2,24.9,61,95.92,303.92,2024-05-09 15:55:55
2,31.2,64,96.0,304.0,2024-05-09 15:56:00
2,27.1,62,96.08,304.08,2024-05-09 15:56:05
2,30.4,63,96.17,304.17,2024-05-09 15:56:10
2,28.7,61,96.25,304.25,2024-05-09 15:56:15
2,26.1,67,96.33,304.33,2024-05-09 15:56:20
2,29.4,64,96.42,304.42,2024-05-09 15:56:25
2,29.5,65,96.5,304.5,2024-05-09 15:56:30
2,29.9,62,96.58,304.58,2024-05-09 15:56:35
2,28.8,60,96.67,304.67,2024-05-09 15:56:40
2,29.9,67,96.75,304.75,2024-05-09 15:56:45
2,27.7,65,96.83,304.83,2024-05-09 15:56:50
2,31.3,61,96.92,304.92,2024-05-09 15:56:55
2,28.7,60,97.0,305.0,2024-05-09 15:57:00
2,32.2,62,97.08,305.08,2024-05-09 15:57:05
2,26.3,67,97.17,305.17,2024-05-09 15:57:10
2,25.2,69,97.25,305.25,2024-05-09 15:57:15
2,26.4,61,97.33,305.33,2024-05-09 15:57:20
2,25.0,68,97.42,305.42,2024-05-09 15:57:25
2,32.4,64,97.5,305.5,2024-05-09 15:57:30
2,25.4,68,97.58,305.58,2024-05-09 15:57:35
2,32.9,64,97.67,305.67,2024-05-09 15:57:40
2,25.2,60,97.75,305.75,2024-05-09 15:57:45
2,33.0,63,97.83,305.83,2024-05-09 15:57:50
2,31.5,61,97.92,305.92,2024-05-09 15:57:55
2,23.1,62,98.0,306.0,2024-05-09 15:58:00
2,32.7,68,98.08,306.08,2024-05-09 15:58:05
2,29.4,67,98.17,306.17,2024-05-09 15:58:10
2,29.1,65,98.25,306.25,2024-05-09 15:58:15
2,31.0,62,98.33,306.33,2024-05-09 15:58:20
2,25.6,65,98.42,306.42,2024-05-09 15:58:25
2,27.2,66,98.5,306.5,2024-05-09 15:58:30
2,27.1,61,98.58,306.58,2024-05-09 15:58:35
2,28.4,61,98.67,306.67,2024-05-09 15:58:40
2,23.2,69,98.75,306.75,2024-05-09 15:58:45
2,29.1,64,98.83,306.83,2024-05-09 15:58:50
2,28.3,68,98.92,306.92,2024-05-09 15:58:55
2,25.1,64,99.0,307.0,2024-05-09 15:59:00
2,24.7,62,99.08,307.08,2024-05-09 15:59:05
2,26.3,67,99.17,307.17,2024-05-09 15:59:10
2,26.0,63,99.25,307.25,2024-05-09 15:59:15
2,25.6,61,99.33,307.33,2024-05-09 15:59:20
2,23.1,67,99.42,307.42,2024-05-09 15:59:25
2,28.5,62,99.5,307.5,2024-05-09 15:59:30
2,24.8,66,99.58,307.58,2024-05-09 15:59:35
2,23.0,61,99.67,307.67,2024-05-09 15:59:40
2,24.7,64,99.75,307.75,2024-05-09 15:59:45
2,27.4,67,99.83,307.83,2024-05-09 15:59:50
2,23.5,60,99.92,307.92,2024-05-09 15:59:55
2,26.9,68,100.0,308.0,2024-05-09 16:00:00
